school_id,LSS Number,LSS Name,School Number,School Name,Grade,Enrolled Count 2019,Enrolled Count 2020,grade_id,pct_change,School Type
030371,03,Baltimore County,0371,Pikesville High,Grade 10,257.0,238.0,030371Grade 10,-0.07392996108949412,High
030371,03,Baltimore County,0371,Pikesville High,Grade 11,203.0,265.0,030371Grade 11,0.30541871921182273,High
030371,03,Baltimore County,0371,Pikesville High,Grade 12,212.0,214.0,030371Grade 12,0.009433962264151052,High
030371,03,Baltimore County,0371,Pikesville High,Total Enrollment,905.0,922.0,030371Total Enrollment,0.01878453038674044,High
030402,03,Baltimore County,0402,Owings Mills Elementary,Prekindergarten,79.0,67.0,030402Prekindergarten,-0.15189873417721522,Elementary
030402,03,Baltimore County,0402,Owings Mills Elementary,Kindergarten,106.0,125.0,030402Kindergarten,0.179245283018868,Elementary
030402,03,Baltimore County,0402,Owings Mills Elementary,Grade 1,120.0,120.0,030402Grade 1,0.0,Elementary
030402,03,Baltimore County,0402,Owings Mills Elementary,Grade 2,113.0,119.0,030402Grade 2,0.053097345132743445,Elementary
030402,03,Baltimore County,0402,Owings Mills Elementary,Grade 3,112.0,115.0,030402Grade 3,0.02678571428571419,Elementary
030402,03,Baltimore County,0402,Owings Mills Elementary,Grade 4,132.0,118.0,030402Grade 4,-0.10606060606060608,Elementary
030402,03,Baltimore County,0402,Owings Mills Elementary,Grade 5,114.0,129.0,030402Grade 5,0.13157894736842102,Elementary
030402,03,Baltimore County,0402,Owings Mills Elementary,Total Enrollment,776.0,793.0,030402Total Enrollment,0.021907216494845283,Elementary
030403,03,Baltimore County,0403,Franklin Elementary,Prekindergarten,24.0,21.0,030403Prekindergarten,-0.125,Elementary
030403,03,Baltimore County,0403,Franklin Elementary,Kindergarten,77.0,63.0,030403Kindergarten,-0.18181818181818177,Elementary
030403,03,Baltimore County,0403,Franklin Elementary,Grade 1,54.0,70.0,030403Grade 1,0.2962962962962963,Elementary
030403,03,Baltimore County,0403,Franklin Elementary,Grade 2,72.0,59.0,030403Grade 2,-0.18055555555555558,Elementary
030403,03,Baltimore County,0403,Franklin Elementary,Grade 3,69.0,69.0,030403Grade 3,0.0,Elementary
030403,03,Baltimore County,0403,Franklin Elementary,Grade 4,71.0,74.0,030403Grade 4,0.04225352112676051,Elementary
030403,03,Baltimore County,0403,Franklin Elementary,Grade 5,64.0,63.0,030403Grade 5,-0.015625,Elementary
030403,03,Baltimore County,0403,Franklin Elementary,Total Enrollment,431.0,419.0,030403Total Enrollment,-0.02784222737819031,Elementary
030404,03,Baltimore County,0404,Chatsworth School,Prekindergarten,16.0,15.0,030404Prekindergarten,-0.0625,Elementary
030404,03,Baltimore County,0404,Chatsworth School,Kindergarten,50.0,50.0,030404Kindergarten,0.0,Elementary
030404,03,Baltimore County,0404,Chatsworth School,Grade 1,57.0,54.0,030404Grade 1,-0.052631578947368474,Elementary
030404,03,Baltimore County,0404,Chatsworth School,Grade 2,65.0,60.0,030404Grade 2,-0.07692307692307687,Elementary
030404,03,Baltimore County,0404,Chatsworth School,Grade 3,61.0,63.0,030404Grade 3,0.032786885245901676,Elementary
030404,03,Baltimore County,0404,Chatsworth School,Grade 4,71.0,59.0,030404Grade 4,-0.16901408450704225,Elementary
030404,03,Baltimore County,0404,Chatsworth School,Grade 5,60.0,65.0,030404Grade 5,0.08333333333333326,Elementary
030404,03,Baltimore County,0404,Chatsworth School,Total Enrollment,380.0,366.0,030404Total Enrollment,-0.0368421052631579,Elementary
030405,03,Baltimore County,0405,Timber Grove Elementary,Prekindergarten,37.0,39.0,030405Prekindergarten,0.054054054054053946,Elementary
030405,03,Baltimore County,0405,Timber Grove Elementary,Kindergarten,70.0,70.0,030405Kindergarten,0.0,Elementary
030405,03,Baltimore County,0405,Timber Grove Elementary,Grade 1,79.0,78.0,030405Grade 1,-0.012658227848101222,Elementary
030405,03,Baltimore County,0405,Timber Grove Elementary,Grade 2,94.0,72.0,030405Grade 2,-0.23404255319148937,Elementary
030405,03,Baltimore County,0405,Timber Grove Elementary,Grade 3,88.0,101.0,030405Grade 3,0.1477272727272727,Elementary
030405,03,Baltimore County,0405,Timber Grove Elementary,Grade 4,108.0,95.0,030405Grade 4,-0.12037037037037035,Elementary
030405,03,Baltimore County,0405,Timber Grove Elementary,Grade 5,101.0,106.0,030405Grade 5,0.04950495049504955,Elementary
030405,03,Baltimore County,0405,Timber Grove Elementary,Total Enrollment,577.0,561.0,030405Total Enrollment,-0.02772963604852685,Elementary
030406,03,Baltimore County,0406,Reisterstown Elementary,Prekindergarten,46.0,41.0,030406Prekindergarten,-0.10869565217391308,Elementary
030406,03,Baltimore County,0406,Reisterstown Elementary,Kindergarten,75.0,67.0,030406Kindergarten,-0.10666666666666669,Elementary
030406,03,Baltimore County,0406,Reisterstown Elementary,Grade 1,81.0,77.0,030406Grade 1,-0.04938271604938271,Elementary
030406,03,Baltimore County,0406,Reisterstown Elementary,Grade 2,93.0,77.0,030406Grade 2,-0.17204301075268813,Elementary
030406,03,Baltimore County,0406,Reisterstown Elementary,Grade 3,86.0,102.0,030406Grade 3,0.18604651162790709,Elementary
030406,03,Baltimore County,0406,Reisterstown Elementary,Grade 4,99.0,89.0,030406Grade 4,-0.101010101010101,Elementary
030406,03,Baltimore County,0406,Reisterstown Elementary,Grade 5,114.0,111.0,030406Grade 5,-0.02631578947368418,Elementary
030406,03,Baltimore County,0406,Reisterstown Elementary,Total Enrollment,594.0,564.0,030406Total Enrollment,-0.0505050505050505,Elementary
030407,03,Baltimore County,0407,Glyndon Elementary,Prekindergarten,41.0,48.0,030407Prekindergarten,0.1707317073170731,Elementary
030407,03,Baltimore County,0407,Glyndon Elementary,Kindergarten,73.0,82.0,030407Kindergarten,0.12328767123287676,Elementary
030407,03,Baltimore County,0407,Glyndon Elementary,Grade 1,74.0,77.0,030407Grade 1,0.04054054054054057,Elementary
030407,03,Baltimore County,0407,Glyndon Elementary,Grade 2,70.0,81.0,030407Grade 2,0.15714285714285725,Elementary
030407,03,Baltimore County,0407,Glyndon Elementary,Grade 3,76.0,74.0,030407Grade 3,-0.02631578947368418,Elementary
030407,03,Baltimore County,0407,Glyndon Elementary,Grade 4,103.0,84.0,030407Grade 4,-0.18446601941747576,Elementary
030407,03,Baltimore County,0407,Glyndon Elementary,Grade 5,98.0,113.0,030407Grade 5,0.15306122448979598,Elementary
030407,03,Baltimore County,0407,Glyndon Elementary,Total Enrollment,535.0,559.0,030407Total Enrollment,0.04485981308411224,Elementary
030408,03,Baltimore County,0408,Cedarmere Elementary,Prekindergarten,42.0,32.0,030408Prekindergarten,-0.23809523809523814,Elementary
030408,03,Baltimore County,0408,Cedarmere Elementary,Kindergarten,93.0,100.0,030408Kindergarten,0.07526881720430101,Elementary
030408,03,Baltimore County,0408,Cedarmere Elementary,Grade 1,87.0,86.0,030408Grade 1,-0.011494252873563204,Elementary
030408,03,Baltimore County,0408,Cedarmere Elementary,Grade 2,76.0,87.0,030408Grade 2,0.14473684210526305,Elementary
030408,03,Baltimore County,0408,Cedarmere Elementary,Grade 3,85.0,77.0,030408Grade 3,-0.09411764705882353,Elementary
030408,03,Baltimore County,0408,Cedarmere Elementary,Grade 4,76.0,81.0,030408Grade 4,0.06578947368421062,Elementary
030408,03,Baltimore County,0408,Cedarmere Elementary,Grade 5,105.0,76.0,030408Grade 5,-0.2761904761904762,Elementary
030408,03,Baltimore County,0408,Cedarmere Elementary,Total Enrollment,564.0,539.0,030408Total Enrollment,-0.04432624113475181,Elementary
030410,03,Baltimore County,0410,Lyons Mill Elementary,Kindergarten,128.0,137.0,030410Kindergarten,0.0703125,Elementary
030410,03,Baltimore County,0410,Lyons Mill Elementary,Grade 1,119.0,124.0,030410Grade 1,0.04201680672268915,Elementary
030410,03,Baltimore County,0410,Lyons Mill Elementary,Grade 2,136.0,102.0,030410Grade 2,-0.25,Elementary
030410,03,Baltimore County,0410,Lyons Mill Elementary,Grade 3,143.0,129.0,030410Grade 3,-0.09790209790209792,Elementary
030410,03,Baltimore County,0410,Lyons Mill Elementary,Grade 4,146.0,126.0,030410Grade 4,-0.136986301369863,Elementary
030410,03,Baltimore County,0410,Lyons Mill Elementary,Grade 5,121.0,141.0,030410Grade 5,0.165289256198347,Elementary
030410,03,Baltimore County,0410,Lyons Mill Elementary,Total Enrollment,793.0,759.0,030410Total Enrollment,-0.04287515762925598,Elementary
030451,03,Baltimore County,0451,Franklin Middle,Grade 6,392.0,421.0,030451Grade 6,0.07397959183673475,Middle
030451,03,Baltimore County,0451,Franklin Middle,Grade 7,401.0,414.0,030451Grade 7,0.032418952618453956,Middle
030451,03,Baltimore County,0451,Franklin Middle,Grade 8,461.0,407.0,030451Grade 8,-0.1171366594360087,Middle
030451,03,Baltimore County,0451,Franklin Middle,Total Enrollment,1254.0,1242.0,030451Total Enrollment,-0.009569377990430672,Middle
030452,03,Baltimore County,0452,Owings Mills High,Grade 9,350.0,408.0,030452Grade 9,0.1657142857142857,High
030452,03,Baltimore County,0452,Owings Mills High,Grade 10,286.0,300.0,030452Grade 10,0.04895104895104896,High
030452,03,Baltimore County,0452,Owings Mills High,Grade 11,251.0,206.0,030452Grade 11,-0.17928286852589637,High
030452,03,Baltimore County,0452,Owings Mills High,Grade 12,273.0,275.0,030452Grade 12,0.0073260073260073,High
030452,03,Baltimore County,0452,Owings Mills High,Total Enrollment,1160.0,1189.0,030452Total Enrollment,0.02499999999999991,High
030472,03,Baltimore County,0472,Franklin High,Grade 9,352.0,445.0,030472Grade 9,0.2642045454545454,High
030472,03,Baltimore County,0472,Franklin High,Grade 10,362.0,323.0,030472Grade 10,-0.10773480662983426,High
030472,03,Baltimore County,0472,Franklin High,Grade 11,384.0,352.0,030472Grade 11,-0.08333333333333337,High
030472,03,Baltimore County,0472,Franklin High,Grade 12,362.0,391.0,030472Grade 12,0.08011049723756902,High
030472,03,Baltimore County,0472,Franklin High,Total Enrollment,1460.0,1511.0,030472Total Enrollment,0.03493150684931501,High
030473,03,Baltimore County,0473,New Town High,Grade 9,303.0,316.0,030473Grade 9,0.04290429042904287,High
030473,03,Baltimore County,0473,New Town High,Grade 10,251.0,333.0,030473Grade 10,0.3266932270916334,High
030473,03,Baltimore County,0473,New Town High,Grade 11,264.0,238.0,030473Grade 11,-0.09848484848484851,High
030473,03,Baltimore County,0473,New Town High,Grade 12,284.0,281.0,030473Grade 12,-0.010563380281690127,High
030473,03,Baltimore County,0473,New Town High,Total Enrollment,1102.0,1168.0,030473Total Enrollment,0.05989110707803991,High
030501,03,Baltimore County,0501,Fifth District Elementary,Kindergarten,52.0,45.0,030501Kindergarten,-0.13461538461538458,Elementary
030501,03,Baltimore County,0501,Fifth District Elementary,Grade 1,57.0,55.0,030501Grade 1,-0.03508771929824561,Elementary
030501,03,Baltimore County,0501,Fifth District Elementary,Grade 2,53.0,59.0,030501Grade 2,0.1132075471698113,Elementary
030501,03,Baltimore County,0501,Fifth District Elementary,Grade 3,52.0,52.0,030501Grade 3,0.0,Elementary
030501,03,Baltimore County,0501,Fifth District Elementary,Grade 4,51.0,53.0,030501Grade 4,0.03921568627450989,Elementary
030501,03,Baltimore County,0501,Fifth District Elementary,Grade 5,53.0,58.0,030501Grade 5,0.09433962264150941,Elementary
030501,03,Baltimore County,0501,Fifth District Elementary,Total Enrollment,318.0,322.0,030501Total Enrollment,0.012578616352201255,Elementary
030601,03,Baltimore County,0601,Prettyboy Elementary,Kindergarten,75.0,54.0,030601Kindergarten,-0.28,Elementary
030601,03,Baltimore County,0601,Prettyboy Elementary,Grade 1,64.0,81.0,030601Grade 1,0.265625,Elementary
030601,03,Baltimore County,0601,Prettyboy Elementary,Grade 2,72.0,64.0,030601Grade 2,-0.11111111111111116,Elementary
030601,03,Baltimore County,0601,Prettyboy Elementary,Grade 3,67.0,74.0,030601Grade 3,0.10447761194029859,Elementary
030601,03,Baltimore County,0601,Prettyboy Elementary,Grade 4,80.0,67.0,030601Grade 4,-0.16249999999999998,Elementary
030601,03,Baltimore County,0601,Prettyboy Elementary,Grade 5,82.0,82.0,030601Grade 5,0.0,Elementary
030601,03,Baltimore County,0601,Prettyboy Elementary,Total Enrollment,441.0,422.0,030601Total Enrollment,-0.04308390022675734,Elementary
030701,03,Baltimore County,0701,Seventh District Elementary,Prekindergarten,24.0,18.0,030701Prekindergarten,-0.25,Elementary
030701,03,Baltimore County,0701,Seventh District Elementary,Kindergarten,57.0,57.0,030701Kindergarten,0.0,Elementary
030701,03,Baltimore County,0701,Seventh District Elementary,Grade 1,61.0,59.0,030701Grade 1,-0.032786885245901676,Elementary
030701,03,Baltimore County,0701,Seventh District Elementary,Grade 2,57.0,64.0,030701Grade 2,0.12280701754385959,Elementary
030701,03,Baltimore County,0701,Seventh District Elementary,Grade 3,73.0,57.0,030701Grade 3,-0.2191780821917808,Elementary
030701,03,Baltimore County,0701,Seventh District Elementary,Grade 4,62.0,82.0,030701Grade 4,0.32258064516129026,Elementary
030701,03,Baltimore County,0701,Seventh District Elementary,Grade 5,59.0,67.0,030701Grade 5,0.13559322033898313,Elementary
030701,03,Baltimore County,0701,Seventh District Elementary,Total Enrollment,393.0,404.0,030701Total Enrollment,0.027989821882951738,Elementary
030772,03,Baltimore County,0772,Hereford High,Grade 9,322.0,323.0,030772Grade 9,0.0031055900621117516,High
030772,03,Baltimore County,0772,Hereford High,Grade 10,321.0,320.0,030772Grade 10,-0.0031152647975077885,High
030772,03,Baltimore County,0772,Hereford High,Grade 11,328.0,317.0,030772Grade 11,-0.03353658536585369,High
030772,03,Baltimore County,0772,Hereford High,Grade 12,300.0,335.0,030772Grade 12,0.1166666666666667,High
030772,03,Baltimore County,0772,Hereford High,Total Enrollment,1271.0,1295.0,030772Total Enrollment,0.018882769472855943,High
030801,03,Baltimore County,0801,Sparks Elementary,Kindergarten,71.0,85.0,030801Kindergarten,0.19718309859154926,Elementary
030801,03,Baltimore County,0801,Sparks Elementary,Grade 1,65.0,78.0,030801Grade 1,0.19999999999999996,Elementary
030801,03,Baltimore County,0801,Sparks Elementary,Grade 2,85.0,70.0,030801Grade 2,-0.17647058823529416,Elementary
030801,03,Baltimore County,0801,Sparks Elementary,Grade 3,97.0,89.0,030801Grade 3,-0.08247422680412375,Elementary
030801,03,Baltimore County,0801,Sparks Elementary,Grade 4,92.0,100.0,030801Grade 4,0.08695652173913038,Elementary
030801,03,Baltimore County,0801,Sparks Elementary,Grade 5,76.0,87.0,030801Grade 5,0.14473684210526305,Elementary
030801,03,Baltimore County,0801,Sparks Elementary,Total Enrollment,486.0,509.0,030801Total Enrollment,0.0473251028806585,Elementary
030803,03,Baltimore County,0803,Lutherville Laboratory,Prekindergarten,18.0,,030803Prekindergarten,0.0,Elementary
030803,03,Baltimore County,0803,Lutherville Laboratory,Kindergarten,61.0,71.0,030803Kindergarten,0.16393442622950816,Elementary
030803,03,Baltimore County,0803,Lutherville Laboratory,Grade 1,58.0,53.0,030803Grade 1,-0.08620689655172409,Elementary
030803,03,Baltimore County,0803,Lutherville Laboratory,Grade 2,60.0,57.0,030803Grade 2,-0.050000000000000044,Elementary
030803,03,Baltimore County,0803,Lutherville Laboratory,Grade 3,54.0,64.0,030803Grade 3,0.18518518518518512,Elementary
030803,03,Baltimore County,0803,Lutherville Laboratory,Grade 4,54.0,66.0,030803Grade 4,0.22222222222222232,Elementary
030803,03,Baltimore County,0803,Lutherville Laboratory,Grade 5,69.0,57.0,030803Grade 5,-0.17391304347826086,Elementary
030803,03,Baltimore County,0803,Lutherville Laboratory,Total Enrollment,374.0,368.0,030803Total Enrollment,-0.016042780748663055,Elementary
030805,03,Baltimore County,0805,Timonium Elementary,Kindergarten,84.0,71.0,030805Kindergarten,-0.15476190476190477,Elementary
030805,03,Baltimore County,0805,Timonium Elementary,Grade 1,84.0,88.0,030805Grade 1,0.04761904761904767,Elementary
030805,03,Baltimore County,0805,Timonium Elementary,Grade 2,83.0,87.0,030805Grade 2,0.04819277108433728,Elementary
030805,03,Baltimore County,0805,Timonium Elementary,Grade 3,76.0,82.0,030805Grade 3,0.07894736842105265,Elementary
030805,03,Baltimore County,0805,Timonium Elementary,Grade 4,83.0,79.0,030805Grade 4,-0.048192771084337394,Elementary
030805,03,Baltimore County,0805,Timonium Elementary,Grade 5,77.0,77.0,030805Grade 5,0.0,Elementary
030805,03,Baltimore County,0805,Timonium Elementary,Total Enrollment,487.0,484.0,030805Total Enrollment,-0.006160164271047264,Elementary
030808,03,Baltimore County,0808,Pot Spring Elementary,Prekindergarten,37.0,36.0,030808Prekindergarten,-0.027027027027026973,Elementary
030808,03,Baltimore County,0808,Pot Spring Elementary,Kindergarten,80.0,73.0,030808Kindergarten,-0.08750000000000002,Elementary
030808,03,Baltimore County,0808,Pot Spring Elementary,Grade 1,77.0,83.0,030808Grade 1,0.07792207792207795,Elementary
030808,03,Baltimore County,0808,Pot Spring Elementary,Grade 2,63.0,69.0,030808Grade 2,0.09523809523809534,Elementary
030808,03,Baltimore County,0808,Pot Spring Elementary,Grade 3,81.0,65.0,030808Grade 3,-0.19753086419753085,Elementary
030808,03,Baltimore County,0808,Pot Spring Elementary,Grade 4,69.0,77.0,030808Grade 4,0.11594202898550732,Elementary
030808,03,Baltimore County,0808,Pot Spring Elementary,Grade 5,75.0,74.0,030808Grade 5,-0.013333333333333308,Elementary
030808,03,Baltimore County,0808,Pot Spring Elementary,Total Enrollment,482.0,477.0,030808Total Enrollment,-0.010373443983402453,Elementary
030809,03,Baltimore County,0809,Riderwood Elementary,Kindergarten,62.0,92.0,030809Kindergarten,0.4838709677419355,Elementary
030809,03,Baltimore County,0809,Riderwood Elementary,Grade 1,60.0,76.0,030809Grade 1,0.2666666666666666,Elementary
030809,03,Baltimore County,0809,Riderwood Elementary,Grade 2,73.0,67.0,030809Grade 2,-0.0821917808219178,Elementary
030809,03,Baltimore County,0809,Riderwood Elementary,Grade 3,71.0,75.0,030809Grade 3,0.05633802816901401,Elementary
030809,03,Baltimore County,0809,Riderwood Elementary,Grade 4,69.0,72.0,030809Grade 4,0.04347826086956519,Elementary
030809,03,Baltimore County,0809,Riderwood Elementary,Grade 5,70.0,71.0,030809Grade 5,0.014285714285714235,Elementary
030809,03,Baltimore County,0809,Riderwood Elementary,Total Enrollment,405.0,453.0,030809Total Enrollment,0.11851851851851847,Elementary
030810,03,Baltimore County,0810,Padonia International Elementary,Prekindergarten,71.0,75.0,030810Prekindergarten,0.05633802816901401,Elementary
030810,03,Baltimore County,0810,Padonia International Elementary,Kindergarten,74.0,75.0,030810Kindergarten,0.013513513513513598,Elementary
030810,03,Baltimore County,0810,Padonia International Elementary,Grade 1,61.0,74.0,030810Grade 1,0.21311475409836067,Elementary
030810,03,Baltimore County,0810,Padonia International Elementary,Grade 2,79.0,72.0,030810Grade 2,-0.08860759493670889,Elementary
030810,03,Baltimore County,0810,Padonia International Elementary,Grade 3,74.0,69.0,030810Grade 3,-0.06756756756756754,Elementary
030810,03,Baltimore County,0810,Padonia International Elementary,Grade 4,75.0,79.0,030810Grade 4,0.05333333333333323,Elementary
030810,03,Baltimore County,0810,Padonia International Elementary,Grade 5,77.0,80.0,030810Grade 5,0.03896103896103886,Elementary
030810,03,Baltimore County,0810,Padonia International Elementary,Total Enrollment,511.0,524.0,030810Total Enrollment,0.02544031311154593,Elementary
030811,03,Baltimore County,0811,Pinewood Elementary,Prekindergarten,28.0,32.0,030811Prekindergarten,0.1428571428571428,Elementary
030811,03,Baltimore County,0811,Pinewood Elementary,Kindergarten,72.0,105.0,030811Kindergarten,0.45833333333333326,Elementary
030811,03,Baltimore County,0811,Pinewood Elementary,Grade 1,102.0,81.0,030811Grade 1,-0.20588235294117652,Elementary
030811,03,Baltimore County,0811,Pinewood Elementary,Grade 2,83.0,101.0,030811Grade 2,0.2168674698795181,Elementary
030811,03,Baltimore County,0811,Pinewood Elementary,Grade 3,92.0,88.0,030811Grade 3,-0.04347826086956519,Elementary
030811,03,Baltimore County,0811,Pinewood Elementary,Grade 4,91.0,98.0,030811Grade 4,0.07692307692307687,Elementary
030811,03,Baltimore County,0811,Pinewood Elementary,Grade 5,84.0,91.0,030811Grade 5,0.08333333333333326,Elementary
030811,03,Baltimore County,0811,Pinewood Elementary,Total Enrollment,552.0,596.0,030811Total Enrollment,0.07971014492753614,Elementary
030813,03,Baltimore County,0813,Warren Elementary,Prekindergarten,32.0,29.0,030813Prekindergarten,-0.09375,Elementary
030813,03,Baltimore County,0813,Warren Elementary,Kindergarten,63.0,64.0,030813Kindergarten,0.015873015873015817,Elementary
030813,03,Baltimore County,0813,Warren Elementary,Grade 1,57.0,62.0,030813Grade 1,0.08771929824561409,Elementary
030813,03,Baltimore County,0813,Warren Elementary,Grade 2,75.0,56.0,030813Grade 2,-0.2533333333333333,Elementary
030813,03,Baltimore County,0813,Warren Elementary,Grade 3,61.0,65.0,030813Grade 3,0.06557377049180335,Elementary
030813,03,Baltimore County,0813,Warren Elementary,Grade 4,73.0,57.0,030813Grade 4,-0.2191780821917808,Elementary
030813,03,Baltimore County,0813,Warren Elementary,Grade 5,52.0,72.0,030813Grade 5,0.3846153846153846,Elementary
030813,03,Baltimore County,0813,Warren Elementary,Total Enrollment,413.0,405.0,030813Total Enrollment,-0.01937046004842613,Elementary
030814,03,Baltimore County,0814,Mays Chapel Elementary,Prekindergarten,38.0,33.0,030814Prekindergarten,-0.13157894736842102,Elementary
030814,03,Baltimore County,0814,Mays Chapel Elementary,Kindergarten,114.0,111.0,030814Kindergarten,-0.02631578947368418,Elementary
030814,03,Baltimore County,0814,Mays Chapel Elementary,Grade 1,107.0,113.0,030814Grade 1,0.05607476635514019,Elementary
030814,03,Baltimore County,0814,Mays Chapel Elementary,Grade 2,122.0,97.0,030814Grade 2,-0.20491803278688525,Elementary
030814,03,Baltimore County,0814,Mays Chapel Elementary,Grade 3,131.0,133.0,030814Grade 3,0.01526717557251911,Elementary
030814,03,Baltimore County,0814,Mays Chapel Elementary,Grade 4,116.0,123.0,030814Grade 4,0.06034482758620685,Elementary
030814,03,Baltimore County,0814,Mays Chapel Elementary,Grade 5,119.0,110.0,030814Grade 5,-0.07563025210084029,Elementary
030814,03,Baltimore County,0814,Mays Chapel Elementary,Total Enrollment,747.0,720.0,030814Total Enrollment,-0.03614457831325302,Elementary
030852,03,Baltimore County,0852,Ridgely Middle,Grade 6,384.0,361.0,030852Grade 6,-0.05989583333333337,Middle
030852,03,Baltimore County,0852,Ridgely Middle,Grade 7,379.0,390.0,030852Grade 7,0.029023746701847042,Middle
030852,03,Baltimore County,0852,Ridgely Middle,Grade 8,402.0,362.0,030852Grade 8,-0.09950248756218905,Middle
030852,03,Baltimore County,0852,Ridgely Middle,Total Enrollment,1165.0,1113.0,030852Total Enrollment,-0.0446351931330472,Middle
030853,03,Baltimore County,0853,Cockeysville Middle,Grade 6,308.0,291.0,030853Grade 6,-0.05519480519480524,Middle
030853,03,Baltimore County,0853,Cockeysville Middle,Grade 7,341.0,297.0,030853Grade 7,-0.12903225806451613,Middle
030853,03,Baltimore County,0853,Cockeysville Middle,Grade 8,291.0,322.0,030853Grade 8,0.10652920962199319,Middle
030853,03,Baltimore County,0853,Cockeysville Middle,Total Enrollment,940.0,910.0,030853Total Enrollment,-0.03191489361702127,Middle
030855,03,Baltimore County,0855,Hereford Middle,Grade 6,342.0,305.0,030855Grade 6,-0.10818713450292394,Middle
030855,03,Baltimore County,0855,Hereford Middle,Grade 7,329.0,338.0,030855Grade 7,0.02735562310030404,Middle
030855,03,Baltimore County,0855,Hereford Middle,Grade 8,336.0,329.0,030855Grade 8,-0.02083333333333337,Middle
030855,03,Baltimore County,0855,Hereford Middle,Total Enrollment,1007.0,972.0,030855Total Enrollment,-0.0347567030784508,Middle
030872,03,Baltimore County,0872,Dulaney High,Grade 9,478.0,511.0,030872Grade 9,0.06903765690376562,High
030872,03,Baltimore County,0872,Dulaney High,Grade 10,473.0,476.0,030872Grade 10,0.00634249471458781,High
030872,03,Baltimore County,0872,Dulaney High,Grade 11,468.0,452.0,030872Grade 11,-0.03418803418803418,High
030872,03,Baltimore County,0872,Dulaney High,Grade 12,460.0,475.0,030872Grade 12,0.032608695652173836,High
030872,03,Baltimore County,0872,Dulaney High,Total Enrollment,1879.0,1914.0,030872Total Enrollment,0.018626929217669064,High
030905,03,Baltimore County,0905,Stoneleigh Elementary,Kindergarten,131.0,102.0,030905Kindergarten,-0.22137404580152675,Elementary
030905,03,Baltimore County,0905,Stoneleigh Elementary,Grade 1,142.0,131.0,030905Grade 1,-0.07746478873239437,Elementary
030905,03,Baltimore County,0905,Stoneleigh Elementary,Grade 2,132.0,145.0,030905Grade 2,0.0984848484848484,Elementary
030905,03,Baltimore County,0905,Stoneleigh Elementary,Grade 3,132.0,122.0,030905Grade 3,-0.0757575757575758,Elementary
030905,03,Baltimore County,0905,Stoneleigh Elementary,Grade 4,123.0,126.0,030905Grade 4,0.024390243902439046,Elementary
030905,03,Baltimore County,0905,Stoneleigh Elementary,Grade 5,137.0,122.0,030905Grade 5,-0.10948905109489049,Elementary
030905,03,Baltimore County,0905,Stoneleigh Elementary,Total Enrollment,797.0,748.0,030905Total Enrollment,-0.06148055207026348,Elementary
030907,03,Baltimore County,0907,Rodgers Forge Elementary,Kindergarten,68.0,87.0,030907Kindergarten,0.27941176470588225,Elementary
030907,03,Baltimore County,0907,Rodgers Forge Elementary,Grade 1,81.0,75.0,030907Grade 1,-0.07407407407407407,Elementary
030907,03,Baltimore County,0907,Rodgers Forge Elementary,Grade 2,77.0,83.0,030907Grade 2,0.07792207792207795,Elementary
030907,03,Baltimore County,0907,Rodgers Forge Elementary,Grade 3,72.0,79.0,030907Grade 3,0.09722222222222232,Elementary
030907,03,Baltimore County,0907,Rodgers Forge Elementary,Grade 4,70.0,70.0,030907Grade 4,0.0,Elementary
030907,03,Baltimore County,0907,Rodgers Forge Elementary,Grade 5,78.0,74.0,030907Grade 5,-0.05128205128205132,Elementary
030907,03,Baltimore County,0907,Rodgers Forge Elementary,Total Enrollment,446.0,468.0,030907Total Enrollment,0.049327354260089606,Elementary
030908,03,Baltimore County,0908,Villa Cresta Elementary,Prekindergarten,52.0,52.0,030908Prekindergarten,0.0,Elementary
030908,03,Baltimore County,0908,Villa Cresta Elementary,Kindergarten,98.0,122.0,030908Kindergarten,0.24489795918367352,Elementary
030908,03,Baltimore County,0908,Villa Cresta Elementary,Grade 1,105.0,95.0,030908Grade 1,-0.09523809523809523,Elementary
030908,03,Baltimore County,0908,Villa Cresta Elementary,Grade 2,110.0,107.0,030908Grade 2,-0.027272727272727226,Elementary
030908,03,Baltimore County,0908,Villa Cresta Elementary,Grade 3,113.0,117.0,030908Grade 3,0.03539823008849563,Elementary
030908,03,Baltimore County,0908,Villa Cresta Elementary,Grade 4,106.0,112.0,030908Grade 4,0.05660377358490565,Elementary
030908,03,Baltimore County,0908,Villa Cresta Elementary,Grade 5,103.0,104.0,030908Grade 5,0.009708737864077666,Elementary
030908,03,Baltimore County,0908,Villa Cresta Elementary,Total Enrollment,687.0,709.0,030908Total Enrollment,0.03202328966521106,Elementary
030909,03,Baltimore County,0909,Pleasant Plains Elementary,Prekindergarten,40.0,37.0,030909Prekindergarten,-0.07499999999999996,Elementary
030909,03,Baltimore County,0909,Pleasant Plains Elementary,Kindergarten,115.0,109.0,030909Kindergarten,-0.05217391304347829,Elementary
030909,03,Baltimore County,0909,Pleasant Plains Elementary,Grade 1,117.0,104.0,030909Grade 1,-0.11111111111111116,Elementary
030909,03,Baltimore County,0909,Pleasant Plains Elementary,Grade 2,115.0,122.0,030909Grade 2,0.0608695652173914,Elementary
030909,03,Baltimore County,0909,Pleasant Plains Elementary,Grade 3,77.0,121.0,030909Grade 3,0.5714285714285714,Elementary
